Продукт;Калорийность кКал;Белки г;Жиры г;Углеводы г
Цыплята табака (грузинское национальное блюдо);350,5;29,2;24,8;2,8
Цыплята, тушенные с морковью и репой;250,8;11,8;19,5;7,4
Чахохбили из курицы;119,7;6,9;8,9;3,3
Чебуреки;279,3;12,5;15,6;23,6
Чолнт-фиш;142,7;8;11,1;3
Шашлык из баранины, говядины или свинины;154,5;11,3;10,5;4
Шашлык из говядины;465,5;22,1;40,8;2,7
Шницель;456,2;16,5;39,2;9,9
Шницель из капусты;149,2;3,3;10,9;10,1
Шницель из разных овощей в молочном соусе;180;4,2;12,7;13
Шницель натуральный рубленый;539,6;20,3;47,7;7,9
Шницель рыбный натуральный;203,3;14,6;11,7;10,7
Шурпа;44,3;2,2;2,4;3,7
Шурпа в горшочке (дагестанское национальное блюдо);76,9;5,2;3,5;6,6
Эскалоп;486,6;19;42,8;6,8
"Язык говяжий ""по-кавказски""";182,2;9,5;12,3;8,9
Язык отварной в соусе;206,7;19,1;14,1;0,9
Яичница глазунья (натуральная);240,8;15,9;19,3;1
Яичница глазунья с мясными продуктами;294;18,6;24,1;0,8
Яичница глазунья с овощами или грибами;257,1;18,2;14,4;14,6
Яичница с курицей и грибами;210,4;8,6;18,1;3,4
Яйца под майонезом с гарниром;251;7,2;22,8;4,4
Яйца фаршированные сельдью и луком;160,4;7,3;12,6;4,7
Яйца, фаршированные креветками;226,6;19,1;15,9;1,8
