Продукт;Калорийность кКал;Белки г;Жиры г;Углеводы г
Крылатые бобы (спаржевый горох, квадратный горох), зрелые, вареные, вареная, без соли;147;10,62;5,84;14,94
Крылатые бобы (спаржевый горох, квадратный горох), зрелые, вареные, с солью;147;10,62;5,84;14,94
Крылатые бобы (спаржевый горох, квадратный горох), клубни, сырые;148;11,6;0,9;28,1
Крылатые бобы (спаржевый горох, квадратный горох), листья, сырые;74;5,85;1,1;14,1
Крылатые бобы (спаржевый горох, квадратный горох), незрелые;49;6,95;0,87;4,31
Крылатые бобы (спаржевый горох, квадратный горох), незрелые, вареные, без соли;38;5,31;0,66;3,21
Крылатые бобы (спаржевый горох, квадратный горох), незрелые, вареные, с солью;37;5,31;0,66;3,21
Кукуруза желтая, консервированная, промытая водой;64;2,18;1,43;11,32
Лимская фасоль Фордхук, незрелая, замороженная;106;6,4;0,35;14,33
Лимская фасоль Фордхук, незрелая, замороженная, вареная без соли;103;6,07;0,34;14,02
Лимская фасоль Фордхук, незрелая, замороженная, вареная с солью;103;6,07;0,34;14,02
Лимская фасоль, крупная, зрелая;338;21,46;0,69;44,38
Лимская фасоль, крупная, зрелая, вареная, без соли;115;7,8;0,38;13,88
Лимская фасоль, крупная, зрелая, вареная, с солью;115;7,8;0,38;13,88
Лимская фасоль, крупная, зрелая, консервированная;79;4,93;0,17;10,11
Лимская фасоль, мелкая, зрелая;335;20,62;0,93;42,23
Лимская фасоль, мелкая, зрелая, вареная, без соли;126;8,04;0,38;15,61
Лимская фасоль, мелкая, зрелая, вареная, с солью;126;8,04;0,38;15,61
Лимская фасоль, мелкая, незрелая, замороженная;132;7,59;0,44;19,14
Лимская фасоль, мелкая, незрелая, замороженная, вареная, без соли;105;6,65;0,3;14,65
Лимская фасоль, мелкая, незрелая, замороженная, вареная, с солью;105;6,65;0,3;14,65
Лимская фасоль, незрелая;113;6,84;0,86;15,27
Лимская фасоль, незрелая, вареная, без соли;123;6,81;0,32;18,24
Лимская фасоль, незрелая, вареная, с солью;123;6,81;0,32;18,34
Лимская фасоль, незрелая, консервированная;71;4,07;0,29;9,73
Лимская фасоль, незрелая, консервированная, без соли;71;4,07;0,29;9,73
Лобия (гиацинтовые бобы, египетские бобы) зрелые;344;23,9;1,69;35,14
Лобия (гиацинтовые бобы, египетские бобы) зрелые вареные, без соли;117;8,14;0,58;20,69
Лобия (гиацинтовые бобы, египетские бобы) зрелые вареные, с солью;117;8,14;0,58;20,7
Лобия (гиацинтовые бобы, египетские бобы) незрелые;46;2,1;0,2;5,89
Лобия (гиацинтовые бобы, египетские бобы) незрелые, вареные, без соли;50;2,95;0,27;9,2
Лобия (гиацинтовые бобы, египетские бобы) незрелые, вареные, с солью;50;2,95;0,27;9,2
Люпин (волчий боб), зрелые семена;371;36,17;9,74;21,47
Люпин (волчий боб), зрелые семена, вареные, без соли;119;15,57;2,92;7,08
Люпин (волчий боб), зрелые семена, вареные, с солью;116;15,57;2,92;6,49
Маш (бобы мунг);300;23,5;2;46
Маш (бобы мунг);347;23,86;1,15;46,32
Маш (бобы мунг) проросшие семена, вареные, с солью;19;2,03;0,09;2,8
Маш (бобы мунг) проросшие семена, консервированные, сухой продукт без маринада;12;1,4;0,06;1,34
Маш (бобы мунг), вареные, с доб. соли;105;7,02;0,38;11,55
Маш (бобы мунг), проросшие, вареные, без соли;21;2,03;0,09;3,39
Маш (бобы мунг), проросшие, жареные;50;4,3;0,21;8,69
Маш (бобы мунг), проросшие, сырые;30;3,04;0,18;4,14
Маш красный (фасоль адзуки), зрелые семена;329;19,87;0,53;50,2
Маш красный (фасоль адзуки), зрелые семена, вареный, без соли;128;7,52;0,1;17,47
Маш красный (фасоль адзуки), зрелые семена, вареный, с солью;128;7,52;0,1;17,47
Маш красный (фасоль адзуки), зрелые семена, консервированный, подслащенный;237;3,8;0,03;55,01
Маш чёрный (урд, или маи);341;25,21;1,64;40,69
Маш чёрный (урд, или маи), вареный, без соли;105;7,54;0,55;11,94
Мисо;198;12,79;6,01;19,97
Натто (сброженные соевые бобы);211;19,4;11;7,28
Нут (турецкий горох);378;20,47;6,04;50,75
Нут (турецкий горох);309;20,1;4,32;46,16
Нут (турецкий горох), вареный, без соли;164;8,86;2,59;19,82
Нут (турецкий горох), вареный, с солью;164;8,86;2,59;19,82
Нут (турецкий горох), консервированный;88;4,92;1,95;9,09
Нут (турецкий горох), консервированный, промытый водой;138;7,04;2,47;16,57
Нут (турецкий горох), консервированный, с пониженным содержанием натрия;88;4,92;1,95;9,09
Нут (турецкий горох), консервированный, содержимое без жидкости;139;7,05;2,77;16,13
Нутовая мука;387;22,39;6,69;47,02
Пападам, тонкая лепёшка из чечевичной муки;371;25,56;3,25;41,27
Пюре из бобов, мексиканская кухня, консервированное;90;4,98;2,01;9,85
Пюре из бобов, мексиканская кухня, консервированное, вегетарианское;83;5,28;0,87;8,8
Пюре из бобов, мексиканская кухня, консервированное, обезжиренное;79;5,34;0,45;8,8
Сарделька (сосиска), из бобового заменителя мяса;233;19,61;13,73;3,8
Смесь бобовых (кукуруза, лимская фасоль, горох, зеленые бобы, морковь), консервированная, без добавления соли;37;1,4;0,2;4,21
Соевая вермишель;331;0,1;0,1;78,42
Соевая мука необезжиренная;385;36,5;18,6;17,9
Соевая мука обезжиренная;291;48,9;1;21,7
Соевая мука полуобезжиренная;334;43;9,5;19,1
Соевая мука, необезжиренная, поджаренная;439;38,09;21,86;20,68
Соевая мука, необезжиренная, сырая;434;37,81;20,65;22,32
Соевая мука, низкожирная;372;49,81;8,9;14,63
Соевая мука, обезжиренная;327;51,46;1,22;16,42
Соевое молоко, маложирное, с доб. кальция, витаминов A и D;43;1,65;0,62;6,4
Соевое молоко, натуральное и ванильное, легкое, неподслащенное, с доб. кальция, витаминов A и D;34;2,62;0,85;3,25
Соевое молоко, натуральное и ванильное, легкое, с доб. кальция, витаминов A и D;30;2,38;0,77;3,21
Соевое молоко, натуральное и ванильное, необогащенное;54;3,27;1,75;5,68
Соевое молоко, натуральное и ванильное, с доб. кальция, витаминов A и D;43;2,6;1,47;4,72
Соевое молоко, неподслащенное, с доб. кальция, витаминов A и D;33;2,86;1,61;1,24
Соевое молоко, обезжиренное, с доб. кальция, витаминов A и D;28;2,47;0,04;3,94
Соевое молоко, обогащенное (витаминами А, С. Е, D, B1, В6, РР, калием, кальцием);45;2,94;1,99;3,05
Соевое молоко, шоколадное и другие вкусы, легкое, с доб. кальция, витаминов A и D;47;2,1;0,64;7,54
Соевое молоко, шоколадное, необогащенное;63;2,26;1,53;9,55
Соевое молоко, шоколадное, обезжиренное, с доб. кальция, витаминов A и D;44;2,47;0,04;8,31
Соевое молоко, шоколадное, с доб. кальция, витаминов A и D;63;2,26;1,53;9,55
Соевые бобы, зеленые;147;12,95;6,8;6,85
Соевые бобы, зеленые, вареные, без соли;141;12,35;6,4;6,85
Соевые бобы, зеленые, вареные, с солью;141;12,35;6,4;6,85
Соевые бобы, зрелые;446;36,49;19,94;20,86
Соевые бобы, зрелые, вареные, без доб. соли;172;18,21;8,97;2,36
Соевые бобы, зрелые, вареные, с доб. соли;172;18,21;8,97;2,36
Соевые бобы, зрелые, поджаренные без масла;449;43,32;21,62;20,88
Соевые бобы, зрелые, поджаренные, без доб. соли;469;38,55;25,4;12,52
Соевые бобы, зрелые, поджаренные, с доб. соли;469;38,55;25,4;12,52
Соевые бобы, спелые проросшие семена, жаренные;125;13,1;7,1;8,6
Соевые бобы, спелые проросшие семена, жаренные, с солью;125;13,1;7,1;8,6
Соевые бобы, спелые проросшие семена, приготовленные на пару;81;8,47;4,45;5,73
Соевые бобы, спелые проросшие семена, приготовленные на пару, с солью;81;8,47;4,45;5,73
Соевые бобы, спелые проросшие семена, сырые;122;13,09;6,7;8,47
Соевый жмых, обезжиренный;337;49,2;2,39;35,89
Соевый протеиновый изолят;335;88,32;3,39;0
Соевый протеиновый концентрат, технология спиртовой экстракции;328;63,63;0,46;19,91
Соевый творог;151;12,5;8,1;6,9
Соя, зерно;364;36,7;17,8;17,3
Спаржевая фасоль вигна;47;2,8;0,4;8,35
Спаржевая фасоль вигна, вареная, без соли;47;2,53;0,1;9,18
Спаржевая фасоль вигна, вареная, с солью;47;2,53;0,1;9,17
Спаржевая фасоль вигна, зрелые семена;347;24,33;1,31;50,91
Спаржевая фасоль вигна, зрелые семена, вареная с солью;118;8,29;0,45;17,29
Спаржевая фасоль вигна, зрелые семена, вареная, без соли;118;8,29;0,45;17,29
Спред для сэндвичей, из заменителя мяса;149;8;9;5,7
Суккоташ (смесь кукурузы и лимской фасоли), вареная, без соли;115;5,07;0,8;19,88
Суккоташ (смесь кукурузы и лимской фасоли), вареная, с солью;111;5,07;0,8;24,37
Суккоташ (смесь кукурузы и лимской фасоли), замороженная;93;4,31;0,89;15,94
Суккоташ (смесь кукурузы и лимской фасоли), замороженная, вареная, без соли;93;4,31;0,89;15,85
Суккоташ (смесь кукурузы и лимской фасоли), замороженная, вареная, с солью;93;4,31;0,89;15,85
Суккоташ (смесь кукурузы и лимской фасоли), с раздавленными зарнами кукурузы, консервированная;77;2,64;0,54;14,61
Суккоташ (смесь кукурузы и лимской фасоли), с цельными зарнами кукурузы, консервированная;63;2,6;0,49;11,38
Суккоташ (смесь кукурузы и лимской фасоли), сырая;99;5,03;1,02;15,79
Темпе;192;20,29;10,8;7,64
Темпе, приготовленный;195;19,91;11,38;7,62
Тофу йогурт;94;3,5;1,8;15,76
Тофу ферментированный (fuyu);116;8,92;8;4,38
Тофу ферментированный (fuyu), приготовленный с сульфатом кальция;116;8,15;8;5,15
Тофу, жареный;270;18,82;20,18;4,96
Тофу, жареный, приготовлен с сульфатом кальция;270;18,82;20,18;4,96
Тофу, мягкий, приготовленный с сульфатом кальция и хлоридом магния (нигари);61;7,17;3,69;0,98
Тофу, окара (соевый жмых);76;3,52;1,73;12,23
Тофу, плотый, приготовленный с сульфатом кальция и хлоридом магния (нигари);78;9,04;4,17;1,95
Тофу, сушено-замороженный (Коядофу);477;52,47;30,34;2,83
Тофу, сушено-замороженный (Коядофу), приготовленный с сульфатом кальция;470;52,43;30,34;7,1
Тофу, сырой, обычный, 8% белка, приготовленный с сульфатом кальция;76;8,08;4,78;1,57
Тофу, сырой, твёрдый, приготовленный с сульфатом кальция;144;17,27;8,72;0,48
Тофу, твёрдый 10% белка, приготовленный с сульфатом кальция и хлоридом магния (нигари);83;9,98;5,26;0,18
Тофу, твердый 12,7% белка, приготовленный с сульфатом кальция и хлоридом магния (нигари);145;12,68;9,99;3,79
Фалафель домашнего приготовления;333;13,31;17,8;31,84
Фасолевый отвар из-под тушеной фасоли кидни;47;1,8;3,2;2,7
Фасоль белая (великие северные бобы), зрелая;339;21,86;1,14;42,17
Фасоль белая (великие северные бобы), зрелая, вареная, без соли;118;8,33;0,45;14,09
Фасоль белая (великие северные бобы), зрелая, вареная, с солью;118;8,33;0,45;14,09
Фасоль белая (великие северные бобы), зрелая, консервированная;114;7,37;0,39;16,12
Фасоль белая (великие северные бобы), зрелая, консервированная, с пониженным содержанием натрия;114;7,37;0,39;16,12
Фасоль белая Нэви, зрелые семена;337;22,33;1,5;45,45
Фасоль белая Нэви, зрелые семена, вареная, без доб. соли;140;8,23;0,62;15,55
Фасоль белая Нэви, зрелые семена, вареная, с доб. соли;140;8,23;0,62;15,55
Фасоль белая Нэви, зрелые семена, консервированная;113;7,53;0,43;15,35
Фасоль белая Нэви, проросшая;67;6,15;0,7;13,05
Фасоль белая Нэви, проросшая, вареная без соли;78;7,07;0,81;15,01
Фасоль белая Нэви, проросшая, вареная с солью;78;7,07;0,81;15,01
Фасоль белая, зрелые семена;333;23,36;0,85;45,07
Фасоль белая, зрелые семена, вареная, без соли;139;9,73;0,35;18,79
Фасоль белая, зрелые семена, вареная, с солью;139;9,73;0,35;18,79
Фасоль белая, зрелые семена, консервированная;114;7,26;0,29;16,4
Фасоль белая, мелкая, зрелые семена;336;21,11;1,18;37,35
Фасоль белая, мелкая, зрелые семена, вареная, без соли;142;8,97;0,64;15,41
Фасоль белая, мелкая, зрелые семена, вареная, с солью;142;8,97;0,64;15,41
Фасоль желтая, зрелые семена;345;22;2,6;35,6
Фасоль желтая, зрелые семена, вареная, без соли;144;9,16;1,08;14,88
Фасоль желтая, зрелые семена, вареная, с солью;144;9,16;1,08;14,88
Фасоль кидни красная, зрелая;337;22,53;1,06;46,09
Фасоль кидни красная, зрелая, вареная без соли;127;8,67;0,5;15,4
Фасоль кидни красная, зрелая, вареная с солью;127;8,67;0,5;15,4
Фасоль кидни красная, зрелая, консервированная;81;5,22;0,36;10,53
Фасоль кидни красная, зрелая, консервированная, с пониженным содержанием натрия;81;5,22;0,36;9,53
Фасоль кидни красная, зрелая, консервированная, содержимое без жидкости;124;7,98;1,05;15,99
Фасоль кидни красная, зрелая, консервированная, содержимое без жидкости, промытая водой;121;8,12;0,93;14,8
Фасоль кидни красная, калифорнийская, зрелая, вареная, без доб. соли;124;9,13;0,09;13,11
Фасоль кидни красная, калифорнийская, зрелая, вареная, с доб. соли;124;9,13;0,09;13,11
Фасоль кидни красная, калифорнийская, зрелая, сырая;330;24,37;0,25;34,9
Фасоль кидни красная, королевская, зрелая;329;25,33;0,45;33,43
Фасоль кидни красная, королевская, зрелая, вареная, без доб. соли;123;9,49;0,17;12,55
Фасоль кидни красная, королевская, зрелая, вареная, с доб. соли;123;9,49;0,17;12,55
Фасоль кидни, все виды, зрелая;333;23,58;0,83;35,11
Фасоль кидни, все виды, зрелая, вареная, без соли;127;8,67;0,5;16,4
Фасоль кидни, все виды, зрелая, вареная, с солью;127;8,67;0,5;16,4
Фасоль кидни, все виды, зрелая, консервированная;84;5,22;0,6;10,2
Фасоль кидни, проросшая;29;4,2;0,5;4,1
Фасоль кидни, проросшая, вареная без соли;33;4,83;0,58;4,72
Фасоль кидни, проросшая, вареная с солью;33;4,83;0,58;4,72
Фасоль кранберри (римская фасоль, борлотти), зрелые семена;335;23,03;1,23;35,35
Фасоль кранберри (римская фасоль, борлотти), зрелые семена, вареная, без соли;136;9,34;0,46;15,86
Фасоль кранберри (римская фасоль, борлотти), зрелые семена, вареная, с солью;136;9,34;0,46;15,86
Фасоль кранберри (римская фасоль, борлотти), зрелые семена, консервированная;83;5,54;0,28;8,82
Фасоль мотыльковая (mothbeans);343;22,94;1,61;61,52
Фасоль мотыльковая (mothbeans), вареная, без соли;117;7,81;0,55;20,96
Фасоль мотыльковая (mothbeans), вареная, с солью;117;7,81;0,55;20,96
Фасоль пинто (пёстрая), зрелая;347;21,42;1,23;47,05
Фасоль пинто (пёстрая), зрелая, вареная, без соли;143;9,01;0,65;17,22
Фасоль пинто (пёстрая), зрелая, вареная, с солью;143;9,01;0,65;17,22
Фасоль пинто (пёстрая), зрелая, консервированная;82;4,6;0,56;10,58
Фасоль пинто (пёстрая), зрелая, консервированная, с пониженным содержанием соли;82;4,6;0,56;10,58
Фасоль пинто (пёстрая), зрелая, консервированная, содержимое без жидкости, промытая водой;117;7,04;0,97;20,77
Фасоль пинто (пёстрая), зрелые проросшие семена;62;5,25;0,9;11,6
Фасоль пинто (пёстрая), зрелые проросшие семена, вареные, без соли;22;1,86;0,32;4,1
Фасоль пинто (пёстрая), зрелые проросшие семена, вареные, с солью;20;1,86;0,32;3,5
Фасоль пинто (пёстрая), консервированная, содержимое без жидкости;114;6,99;0,9;14,72
Фасоль пинто (пёстрая), незрелые семена, замороженная;170;9,8;0,5;26,8
Фасоль пинто (пёстрая), незрелые семена, замороженная, вареная, без соли;162;9,31;0,48;25,47
Фасоль пинто (пёстрая), незрелые семена, замороженные, вареные, с солью;162;9,31;0,48;25,47
Фасоль розовая, зрелые семена;343;20,96;1,13;51,49
Фасоль розовая, зрелые семена, вареная, без соли;149;9,06;0,49;22,61
Фасоль розовая, зрелые семена, вареная, с солью;149;9,06;0,49;22,61
Фасоль стручковая;23;2,5;0,3;3
Фасоль стручковая шелли, консервированная;30;1,76;0,19;2,79
Фасоль стручковая, желтая;31;1,82;0,12;3,73
Фасоль стручковая, желтая, вареная, без соли;35;1,89;0,28;4,58
Фасоль стручковая, желтая, вареная, с солью;35;1,89;0,28;4,58
Фасоль стручковая, желтая, замороженная;33;1,8;0,21;4,78
Фасоль стручковая, желтая, замороженная, вареная, без соли;28;1,49;0,17;3,45
Фасоль стручковая, желтая, замороженная, вареная, с солью;28;1,49;0,17;3,45
Фасоль стручковая, желтая, консервированная;15;0,8;0,1;2
Фасоль стручковая, желтая, консервированная, без соли;15;0,8;0,1;2
Фасоль стручковая, зеленая;31;1,83;0,22;4,27
Фасоль стручковая, зеленая, вареная, без соли;35;1,89;0,28;4,68
Фасоль стручковая, зеленая, вареная, замороженная, без соли;28;1,49;0,17;3,45
Фасоль стручковая, зеленая, вареная, с солью;35;1,89;0,28;4,68
Фасоль стручковая, зеленая, замороженная;33;1,79;0,21;4,94
Фасоль стручковая, зеленая, замороженная, вареная, с солью;28;1,49;0,17;3,45
Фасоль стручковая, зеленая, замороженная, приготовленная в микороволновке;33;1,98;0,41;3,58
Фасоль стручковая, зеленая, консервированная;15;0,72;0,17;1,77
Фасоль стручковая, зеленая, консервированная, без соли;15;0,8;0,1;2
Фасоль стручковая, зеленая, консервированная, без соли, содержимое без жидкости;22;1,12;0,46;2,42
Фасоль стручковая, зеленая, консервированная, содержимое без жидкости;21;1,05;0,41;2,29
Фасоль стручковая, зеленая, приготовленная в микроволновке;33;2,31;0,5;3,01
Фасоль стручковая, консервированная, без соли, содержимое без жидкости;20;1,15;0,1;3,2
Фасоль стручковая, консервированная, со специями;16;0,83;0,2;1,99
Фасоль стручковая, консервированная, содержимое без жидкости;20;1,15;0,1;3,2
Фасоль стручковая. Консервы;16;1,2;0,1;2,4
Фасоль французская, зрелые семена, вареная, без соли;129;7,05;0,76;14,62
Фасоль французская, зрелые семена, вареная, с солью;129;7,05;0,76;14,62
Фасоль французская, зрелые семена, сырая;343;18,81;2,02;38,91
Фасоль черная черепаха, зрелые семена;339;21,25;0,9;47,75
Фасоль черная черепаха, зрелые семена, вареная без соли;130;8,18;0,35;16,05
Фасоль черная черепаха, зрелые семена, вареная с солью;130;8,18;0,35;16,05
Фасоль черная черепаха, зрелые семена, консервированная;91;6,03;0,29;9,65
Фасоль черная, зрелые семена;341;21,6;1,42;46,86
Фасоль черная, зрелые семена, вареная, без соли;132;8,86;0,54;15,01
Фасоль черная, зрелые семена, вареная, с солью;132;8,86;0,54;15,01
Фасоль черная, зрелые семена, консервированная, со сниженным содержанием натрия;91;6,03;0,29;9,65
Фасоль черный глаз (коровий горох, вигна китайская), зрелая;336;23,52;1,26;49,43
Фасоль черный глаз (коровий горох, вигна китайская), зрелая, вареная, без соли;116;7,73;0,53;14,26
Фасоль черный глаз (коровий горох, вигна китайская), зрелая, вареная, с солью;116;7,73;0,53;14,26
Фасоль черный глаз (коровий горох, вигна китайская), зрелая, консервированная;77;4,74;0,55;10,33
Фасоль черный глаз (коровий горох, вигна китайская), зрелая, консервированная со свининой;83;2,74;1,6;13,23
Фасоль черный глаз (коровий горох, вигна китайская), незрелая, вареная;90;2,95;0,35;13,83
Фасоль черный глаз (коровий горох, вигна китайская), незрелая, вареная, без соли;97;3,17;0,38;15,32
Фасоль черный глаз (коровий горох, вигна китайская), незрелая, вареная, с солью;94;3,17;0,38;14,73
Фасоль черный глаз (коровий горох, вигна китайская), незрелая, замороженная;139;8,98;0,7;20,13
Фасоль черный глаз (коровий горох, вигна китайская), незрелая, замороженная, вареная, без соли;132;8,49;0,66;17,36
Фасоль черный глаз (коровий горох, вигна китайская), незрелая, замороженная, вареная, с солью;131;8,49;0,66;17,1
Фасоль, запеченная, домашнего приготоления;155;5,54;5,15;16,13
Фасоль, запеченная, консервированная, обычная или вегетарианская;94;4,75;0,37;17,04
Фасоль, запеченная, консервированная, с говядиной;121;6,38;3,45;16,91
Фасоль, запеченная, консервированная, с сосисками;142;6,75;6,57;8,49
Фасоль, запеченная, консервированная, со свининой;106;5,19;1,55;14,49
Фасоль, запеченная, консервированная, со свининой, с сладким соусом;105;4,52;0,89;17,17
Фасоль, запеченная, консервированная, со свининой, с томатным соусом;94;5,15;0,93;14,69
Фасоль, зерно;298;21;2;47
Фасоль, чили, барбекю, приготовленная, в стиле ранчо;97;5;1;12,7
Фунчоза (лапша из крахмала бобов мунг), сухая;351;0,16;0,06;85,59
Хумус;237;7,78;17,82;9,5
Хумус, домашнего приготовления;177;4,86;8,59;16,12
Цыпленок, из заменителя мяса;224;23,64;12,73;0,04
Цыпленок, из заменителя мяса, жареный, в панировке;234;21,28;12,77;4,21
Чечевица;352;24,63;1,06;52,65
Чечевица проросшая, вареная, без соли;101;8,8;0,45;21,25
Чечевица проросшая, жареная, с солью;101;8,8;0,45;21,25
Чечевица проросшая, сырая;106;8,96;0,55;22,14
Чечевица, зерно;295;24;1,5;46,3
Чечевица, зрелые семена, вареная, без соли;116;9,02;0,38;12,23
Чечевица, зрелые семена, вареная, с солью;114;9,02;0,38;11,64
Чечевица, розовая;358;23,91;2,17;52,3
Чили с бобами, консервированные;103;6,12;3,76;9,94
Чина;286;24,4;2,2;41,3
Эдамамэ, варёные соевые бобы в стручках, замороженные, неприготовленные;109;11,22;4,73;2,81
Эдамамэ, варёные соевые бобы в стручках, замороженные, приготовленные;121;11,91;5,2;3,71
