Продукт;Калорийность кКал;Белки г;Жиры г;Углеводы г
Ветчина приготовленная с добавлением воды (более 10%), нарезка на кости;149;13,69;9,29;2,72
Ветчина приготовленная с добавлением воды (более 10%), нарезка на кости, жареная на сковороде;155;19,85;7,78;1,41
Ветчина приготовленная с добавлением воды (более 10%), нарезка на кости, постное мясо;103;14,47;3,78;2,82
Ветчина приготовленная с добавлением воды (более 10%), нарезка на кости, постное мясо, жареная на сковороде;122;20,9;3,63;1,35
Ветчина приготовленная с добавлением воды (более 10%), нарезка, постное мясо без кости, жареная на сковороде;123;15,09;5,06;4,69
Ветчина приготовленная с добавлением воды (более 10%), окорок в целом, без кости;117;14,05;4,99;4,21
Ветчина приготовленная с добавлением воды (более 10%), окорок в целом, без кости обжареная;123;13,88;5,46;4,61
Ветчина приготовленная с добавлением воды (более 10%), окорок в целом, без кости, постное мясо;116;14,07;4,86;4,22
Ветчина приготовленная с добавлением воды (более 10%), окорок в целом, без кости, постное мясо, обжаренная;123;13,88;5,46;4,61
Ветчина приготовленная с добавлением воды (более 10%), постное мясо;113;17,53;4,18;1,2
Ветчина приготовленная с добавлением воды (более 10%), рулька;243;14,28;20;1,42
Ветчина приготовленная с добавлением воды (более 10%), рулька, обжареная;234;18,17;17,29;1,42
Ветчина приготовленная с добавлением воды (более 10%), рулька, постное мясо, обжаренная;132;21,69;4,45;1,26
Ветчина приготовленная с добавлением воды (не более 10%), верхняя часть окорока на кости;172;13,99;12,5;0,8
Ветчина приготовленная с добавлением воды (не более 10%), верхняя часть окорока на кости, обжаренная;161;20,1;8,56;0,99
Ветчина приготовленная с добавлением воды (не более 10%), верхняя часть окорока на кости, постное мясо;95;15,43;3,48;0,67
Ветчина приготовленная с добавлением воды (не более 10%), верхняя часть окорока на кости, постное мясо, обжаренная;121;21,41;3,56;0,87
Ветчина приготовленная с добавлением воды (не более 10%), нарезка без кости, жареная на сковороде;125;18,62;5,05;1,72
Ветчина приготовленная с добавлением воды (не более 10%), нарезка без кости, обжареная;126;17,77;5,48;1,54
Ветчина приготовленная с добавлением воды (не более 10%), нарезка без кости, постное мясо, жареная на сковороде;119;18,82;4,09;1,75
Ветчина приготовленная с добавлением воды (не более 10%), нарезка на кости;164;15,73;10,77;1,1
Ветчина приготовленная с добавлением воды (не более 10%), нарезка на кости, жареная на сковороде;166;20,8;8,73;1,54
Ветчина приготовленная с добавлением воды (не более 10%), нарезка на кости, постное мясо;95;17,38;2,29;1,23
Ветчина приготовленная с добавлением воды (не более 10%), нарезка на кости, постное мясо,  жареная на сковороде;131;22,04;4,3;1,48
Ветчина приготовленная с добавлением воды (не более 10%), окорок в целом без кости;121;17,06;5,38;1,42
Ветчина приготовленная с добавлением воды (не более 10%), окорок в целом без кости, обжаренная;117;17,99;4,39;1,57
Ветчина приготовленная с добавлением воды (не более 10%), окорок в целом без кости, постное мясо;110;17,34;3,97;1,45
Ветчина приготовленная с добавлением воды (не более 10%), рулька;167;16,65;11,02;0,66
Ветчина приготовленная с добавлением воды (не более 10%), рулька на кости, постное мясо;91;18,65;1,87;0,71
Ветчина приготовленная с добавлением воды (не более 10%), рулька, запечённая;200;18,62;13,37;1,35
Ветчина приготовленная с добавлением воды (не более 10%), рулька, постное мясо, обжаренная;128;20,92;4,43;1,2
Ветчина рубленая;315;12,78;28,19;1,69
Ветчина слабосолёная, обезжиренная (около 5% жира), обжаренная;145;20,9;5,5;1,5
Ветчина слабосолёная, постное мясо, обжаренная;165;22;7,7;0,5
Ветчина слабосолёная, приготовленная;172;22,3;8,3;0,3
Ветчина, верхняя часть окорока на кости;176;22,27;9,38;0,52
Ветчина, верхняя часть окорока на кости, обжаренная;177;23,95;8,88;0,64
Ветчина, верхняя часть окорока на кости, постное мясо;125;24,46;2,92;0,32
Ветчина, верхняя часть окорока на кости, постное мясо, обжаренная;132;26,02;3,07;0,68
Ветчина, жареная;165;21,97;7,66;0,5
Ветчина, нарезка на кости;173;22,45;9,17;0,21
Ветчина, нарезка на кости, жареная на сковороде;181;25,48;8,48;0,7
Ветчина, нарезка на кости, постное мясо;130;24,36;3,59;0
Ветчина, около 11% жира, запечённая;178;22,62;9,02;0
Ветчина, около 13% жира, консервированная, запечённая;226;20,53;15,2;0,42
Ветчина, окорок в целом;246;18,49;18,52;0,06
Ветчина, окорок в целом, постное мясо;147;22,32;5,71;0,05
Ветчина, окорок в целом, постное мясо, запечённая;157;25,05;5,5;0
Ветчина, рулька;177;21,61;9,85;0,41
Ветчина, рулька, запечённая;191;24,39;9,35;0,64
Ветчина, рулька, постное мясо;125;23,79;3,19;0,18
Ветчина, рулька, постное мясо, запечённая;139;26,49;3,68;0,68
Ветчина, средняя часть;203;20,17;12,9;0,05
Ветчина, средняя часть, по-деревенски, постное мясо;195;27,8;8,32;0,3
Гуляш свиной, консервы;333;13,1;29,4;3,9
Желудок свиной;159;16,85;10,14;0
Желудок свиной,  вареный на медленном огне;157;21,4;7,26;0,09
Завтрак туриста (свинина), консервы;347;16,9;31;0,2
Кишки свиные;182;7,64;16,61;0
Кишки свиные, варёные на медленном огне;233;12,49;20,32;0
Колбасный фарш ветчиннорубленный, консервы;234;13,2;18,9;2,8
Колбасный фарш любительский, консервы;313;11;28,5;3
Колбасный фарш отдельный, консервы;279;13,6;23,7;2,9
Котлеты из свинины рубленые, по 1-440;466;13,6;45,7;0
Котлеты отбивные из свинины, по 1-414;470;17,5;40,3;8,8
Кровь свиная, сухая;335;83,7;0;0
Лёгкое свиное;85;14,08;2,72;0
Легкое свиное;92;14,8;3,6;0
Лёгкое свиное, тушеное;99;16,6;3,1;0
Мозги свиные;127;10,28;9,21;0
Мозги свиные;119;10,5;8,6;0,8
Мозги свиные, тушеные;138;12,14;9,51;0
Мясо в белом соусе, консервы;202;18;12,8;3,8
Ноги (копытца) свиные;212;23,16;12,59;0
Ноги (копытца) свиные, варёные на медленном огне;238;21,94;16,05;0
Ноги свиные;234;23,5;15,6;0
Пельмени жареные, по 2-170;303;11;22,5;14,1
Пельмени отварные, по 2-170;219;9,9;13,9;13,5
Печень свиная;109;18,8;3,8;4,7
Печень свиная;134;21,39;3,65;2,47
Печень свиная, тушеная;165;26,02;4,4;3,76
Пирожки печеные с мясным фаршем и луком, по 2-188;245;12,2;5,7;35,5
Поджарка из свинины, по 1-406;524;15,7;49,3;4,2
Поджелудочная железа свиная;199;18,56;13,24;0
Поджелудочная железа свиная, тушеная;219;28,5;10,8;0
Поросенок жареный, по 1-400;147;26,4;4,5;0,2
Поросятина;109;20,6;3;0
Почки свиные;100;16,46;3,25;0
Почки свиные;92;15;3,6;2,7
Почки свиные, тушеная;151;25,4;4,7;0
Расстегаи с мясом и луком, по 2-194;254;12,1;6,4;36,4
Сало свиное с живота сырое;857;1,76;94,16;0
"Свинина ""по-восточному"", сушеная (дегидрированная)";615;11,8;62,4;1,4
Свинина беконная;318;17;27,8;0
Свинина жареная, по 1-396;314;19,6;26,2;0
Свинина жирная;491;11,7;49,3;0
Свинина жирная, консервы;486;11,5;48,9;0
Свинина засоленная, лопатка;269;16,47;21,98;0
Свинина засоленная, лопатка, запечённая;287;17,28;23,48;0,37
Свинина мясная;357;14,3;33,3;0
Свинина отварная, по 1-390;373;22,5;31,5;0
Свинина соленая, нарезка для завтрака;388;11,74;37,16;0,7
Свинина тушеная, консервы;349;14,9;32,2;0,2
Свинина тушеная, по 1-422;235;9;20,4;3,5
Свинина, верхняя часть окорока;182;20,27;10,63;0
Свинина, верхняя часть окорока, запечённая;209;27,03;10,32;0
Свинина, верхняя часть окорока, постное мясо;120;21,81;2,93;0
Свинина, верхняя часть окорока, постное мясо, запечённая;165;28,86;4,62;0
Свинина, верхняя часть филе (карбонат, или котлета свиная);155;21,55;6,94;0
Свинина, верхняя часть филе (карбонат, или котлета свиная), жареная на огне;196;26,62;9,14;0
Свинина, верхняя часть филе (карбонат, или котлета свиная), жареная на сковороде;196;29,36;7,86;0
Свинина, верхняя часть филе (карбонат, или котлета свиная), постное мясо;127;22,41;3,42;0
Свинина, верхняя часть филе (карбонат, или котлета свиная), постное мясо, тушеная;170;30,54;4,34;0
Свинина, верхняя часть филе (карбонат, или котлета свиная), только мясо, жареная на огне;173;27,58;6,08;0
Свинина, верхняя часть филе (карбонат, или котлета свиная), только мясо, жареная на сковороде;172;30,46;4,62;0
Свинина, верхняя часть филе (карбонат, или котлета свиная), тушеная;200;29,2;8,31;0
Свинина, верхняя часть филе (карбонат);166;21,34;8,33;0
Свинина, верхняя часть филе (карбонат), запечённая;192;26,45;8,82;0
Свинина, верхняя часть филе (карбонат), постное мясо;132;22,39;4,06;0
Свинина, верхняя часть филе (карбонат), постное мясо, запечённая;173;27,23;6,28;0
Свинина, верхняя часть филе (карбонат), с добавлением раствора;171;19,45;10,26;0
Свинина, верхняя часть филе (карбонат), с добавлением раствора, жареная на огне;198;28,33;9,42;0,02
Свинина, верхняя часть филе (карбонат), с добавлением раствора, постное мясо;117;21,09;3,48;0,22
Свинина, верхняя часть филе (карбонат), с добавлением раствора, постное мясо, жареная на огне;170;29,65;5,73;0
Свинина, ветчина из плечевой части,  постное мясо, запечённая;170;24,94;7,04;0
Свинина, ветчина из плечевой части, запечённая;280;20,43;21,35;0
Свинина, вырезка;120;20,65;3,53;0
Свинина, вырезка;142;19,4;7,1;0
Свинина, вырезка, жареная на огне;201;29,86;8,11;0
Свинина, вырезка, запечённая;147;26,04;3,96;0
Свинина, вырезка, постное мясо;109;20,95;2,17;0
Свинина, вырезка, постное мясо, жареная на огне;187;30,42;6,33;0
Свинина, вырезка, постное мясо, запечённая;143;26,17;3,51;0
Свинина, грудинка мякоть;602;8;63,3;0
Свинина, грудно-плечевая чать, без костей, мясо с жиром, жареная на огне;162;28,47;4,49;0
Свинина, грудно-плечевая чать, без костей, мясо с жиром, сырая;127;22,54;3,4;0
Свинина, гуляш (из корейки и лопатки), постное мясо;144;21,23;5,88;0
Свинина, гуляш (из корейки и лопатки), постное мясо, приготовленное;211;29,47;9,44;0
Свинина, гуляш (из корейки и лопатки), приготовленный;235;26,07;13,66;0
Свинина, жир отделённый от ветчины;579;5,68;61,41;0,09
Свинина, жир отделённый от ветчины запечённый;591;7,64;61,86;0
Свинина, задняя рулька;193;19,87;11,96;0
Свинина, задняя рулька, запечённая;232;25,96;13,42;0
Свинина, задняя рулька, постное мясо;119;21,66;2,95;0
Свинина, задняя рулька, постное мясо, запечённая;175;28,69;5,83;0
Свинина, корейка в целом;198;19,74;12,58;0
Свинина, корейка в целом, жареная на огне;242;27,32;13,92;0
Свинина, корейка в целом, запечённая;248;27,09;14,65;0
Свинина, корейка в целом, постное мясо;143;21,43;5,66;0
Свинина, корейка в целом, постное мясо, жареная;204;28,57;9,12;0
Свинина, корейка в целом, постное мясо, жареная на огне;210;28,57;9,8;0
Свинина, корейка в целом, постное мясо, запечённая;209;28,62;9,63;0
Свинина, корейка в целом, тушеная;239;27,23;13,62;0
Свинина, корейка мякоть;384;13,7;36,5;0
Свинина, кострец;133;22,49;4,05;0
Свинина, кострец на кости;168;20,48;8,96;0
Свинина, кострец на кости, жареный на огне;222;26,96;11,82;0
Свинина, кострец на кости, запечённый;230;26,64;12,87;0
Свинина, кострец на кости, постное мясо, жареная на огне;174;29,29;5,45;0
Свинина, кострец на кости, постное мясо, запечённый;204;27,78;9,44;0
Свинина, кострец на кости, постное мясо, тушеный;195;31;6,9;0
Свинина, кострец на кости, тушеный;234;28,81;12,31;0
Свинина, кострец на кости,, постное мясо;129;21,65;4,02;0
Свинина, кострец, жареный на огне;170;28,19;5,53;0
Свинина, кострец, запечённый;192;29,62;7,32;0
Свинина, кострец, постное мясо, жареный на огне;161;28,6;4,36;0
Свинина, кострец, постное мясо, запечённый;178;30,39;5,31;0
Свинина, кострец, постное мясо, сырая;121;22,81;2,59;0
Свинина, кострец, постное мясо, тушеный;163;28,75;4,5;0
Свинина, кострец, тушеный;171;28,41;5,47;0
Свинина, котлетное мясо;421;11,4;41,7;0
Свинина, лопатка бескостная;186;17,42;12,36;0
Свинина, лопатка бескостная, жареная на огне;259;25,58;16,61;0
Свинина, лопатка бескостная, запечённая;269;23,11;18,86;0
Свинина, лопатка бескостная, постное мясо;132;18,73;5,71;0
Свинина, лопатка бескостная, постное мясо, жареная на огне;227;26,74;12,54;0
Свинина, лопатка бескостная, постное мясо, запечённая;232;24,21;14,3;0
Свинина, лопатка бескостная, постное мясо, тушеная;233;26,57;13,2;0
Свинина, лопатка бескостная, тушеная;267;25,07;17,69;0
Свинина, лопаточная часть;325;14,7;29,4;0
Свинина, лопаточная часть;236;17,18;17,99;0
Свинина, лопаточная часть корейки без кости;157;20,54;7,94;0,76
Свинина, лопаточная часть корейки без кости, жареная на огне;202;24,73;11,13;0,83
Свинина, лопаточная часть корейки без кости, запечённая;199;26,48;10,32;0
Свинина, лопаточная часть корейки без кости, постное мясо;123;21,35;3,78;0,82
Свинина, лопаточная часть корейки без кости, постное мясо, жареное на огне;169;26,14;6,74;0,89
Свинина, лопаточная часть корейки без кости, постное мясо, запеченное;175;27,58;7,14;0
Свинина, лопаточная часть корейки на кости;194;19,56;12,27;0
Свинина, лопаточная часть корейки на кости,  постное мясо;143;21,22;5,84;0
Свинина, лопаточная часть корейки на кости, жареная на огне;231;23,72;14,35;0
Свинина, лопаточная часть корейки на кости, запеченная;254;24,29;16,71;0
Свинина, лопаточная часть корейки на кости, отдельно мясо и жир, жареная на сковороде;256;25,02;16,56;0
Свинина, лопаточная часть корейки на кости, постное мясо, жареная на огне;193;24,99;9,56;0
Свинина, лопаточная часть корейки на кости, постное мясо, жареная на сковороде;222;26,38;12,14;0
Свинина, лопаточная часть корейки на кости, постное мясо, запеченная;217;25,7;11,89;0
Свинина, лопаточная часть корейки на кости, постное мясо, тушеная;222;28,02;11,29;0
Свинина, лопаточная часть корейки на кости, тушеная;255;26,54;15,71;0
Свинина, лопаточная часть, запечённая;292;23,28;21,39;0
Свинина, лопаточная часть, постное мясо;148;19,55;7,14;0
Свинина, лопаточная часть, постное мясо, запечённая;230;25,33;13,54;0
Свинина, маринованная рулька;171;19,11;10,54;0
Свинина, мякоть окорока, тушеная;156;31,11;2,56;0
Свинина, мясо с рёбер средней части;211;19,9;14,01;0
Свинина, мясо с рёбер средней части, жареное на огне;260;27,63;15,76;0
Свинина, мясо с рёбер средней части, жареное на сковороде;256;26,81;15,71;0
Свинина, мясо с рёбер средней части, жареное насковороде.;273;25,82;18,05;0
Свинина, мясо с рёбер средней части, запечённое;252;26,99;15,15;0
Свинина, мясо с рёбер средней части, тушеное;255;26,29;15,79;0
Свинина, нарезаная кусками (ноги, филе, лопатки и ребра), мясо вместе с жиром;211;18,22;14,79;0
Свинина, окорок;333;15;30,3;0
Свинина, окорок в целом;245;17,43;18,87;0
Свинина, окорок в целом, запечённый;273;26,83;17,61;0
Свинина, окорок в целом, постное мясо;136;20,48;5,41;0
Свинина, окорок в целом, постное мясо, запечённый;211;29,41;9,44;0
Свинина, окорок, без костей, мясо с жиром, сырая;113;22,88;1,71;0
Свинина, пашина (брюшина);518;9,34;53,01;0
Свинина, плечевая часть;193;18,71;12,51;0
Свинина, плечевая часть, запечённая;317;23,47;24,01;0
Свинина, плечевая часть, постное мясо, запечённая;228;26,68;12,62;0
Свинина, плечевая часть, постное мясо, тушеная;194;26,76;8,87;0
Свинина, плечевая часть, тушеная;235;24,88;14,33;0
Свинина, поджарка (из ноги, филе, лопатки и ребрышек);216;18,95;14,95;0
Свинина, поджарка (из ноги, филе, лопатки и ребрышек), приготовленная;238;26,36;13,89;0
Свинина, поджарка (из окорока, филе и лопатки), постное мясо;134;21,2;4,86;0
Свинина, поджарка(из ноги, филе, лопатки), постное мясо, приготовленная;201;27,51;9,21;0
Свинина, подлопаточная часть;128;21,65;3,91;0
Свинина, подлопаточная часть, жареная на огне;155;27,47;4,23;0
Свинина, постное мясо с рёбер средней части;152;21,8;6,48;0
Свинина, постное мясо с рёбер средней части, жареное на огне на огне;216;29,46;10,05;0
Свинина, постное мясо с рёбер средней части, жареное на сковороде;224;27,68;11,8;0
Свинина, постное мясо с рёбер средней части, запечённое;214;28,81;10,13;0
Свинина, постное мясо с рёбер средней части, тушеное;211;27,95;10,14;0
Свинина, рёбра с грудинки с тонким слоем мяса;277;15,47;23,4;0
Свинина, рёбра с грудинки с тонким слоем мяса, запечённые;361;20,89;30,86;0
Свинина, рёбра с грудинки с тонким слоем мяса, тушеные;397;29,06;30,3;0
Свинина, рёбра с лопаточной части;189;19,34;11,82;0
Свинина, рёбра с лопаточной части без кости, жареные на огне;247;26,28;15,73;0
Свинина, рёбра с лопаточной части без кости, запечённые;270;26,4;18,31;0
Свинина, рёбра с лопаточной части, жареные на огне;260;25,58;17,56;0
Свинина, рёбра с лопаточной части, запечённые;359;21,75;29,46;0
Свинина, рёбра с лопаточной части, постное мясо;140;20,76;5,64;0
Свинина, рёбра с лопаточной части, постное мясо, на кости, жареные на огне;216;27,83;11,65;0
Свинина, рёбра с лопаточной части, постное мясо, на кости, запечённые;227;29,2;11,38;0
Свинина, рёбра с лопаточной части, постное мясо, тушеные;247;27,74;14,26;0
Свинина, рёбра с лопаточной части, только мясо без костей, жареные на огне;216;27,83;11,65;0
Свинина, рёбра с лопаточной части, только мясо, без костей, запечённые;219;29,2;11,38;0
Свинина, рёбра с лопаточной части, тушеные;273;26,49;17,71;0
Свинина, рёбра со спины;224;19,07;16,33;0
Свинина, рёбра со спины, запечённые;292;23,01;21,51;0
Свинина, рёбра со спины, на кости, только мясо;172;20,85;9,84;0
Свинина, рёбра со спины, на кости, только мясо, запечённое;255;24,15;17,65;0
Свинина, рёбра средней части с мясом;186;20,28;11,04;0
Свинина, рёбра средней части с мясом, жареные на огне на огне;222;24,42;13,04;0
Свинина, рёбра средней части с мясом, запечённые;248;26,99;14,68;0
Свинина, рёбра средней части с мясом, постное мясо;136;21,79;4,8;0
Свинина, рёбра средней части с мясом, постное мясо, жареная на огне;186;25,79;8,36;0
Свинина, рёбра средней части с мясом, постное мясо, жаренные на сковороде;211;28,84;9,73;0
Свинина, рёбра средней части с мясом, постное мясо, запечённые;206;28,82;9,21;0
Свинина, рёбра средней части с мясом, постное мясо, тушеное;208;29,03;9,32;0
Свинина, рёбра средней части с мясом, тушеные;261;26,66;16,28;0
Свинина, с добавлением раствора, верхняя часть филе (карбонат, или котлета свиная), жереная на сковороде;190;28,35;7,66;0
Свинина, с добавлением раствора, верхняя часть филе (карбонат, или котлета свиная), постное мясо, жереная на сковороде;169;28,95;5;0
Свинина, с добавлением раствора, отделённый жир;508;9,27;52,33;0
Свинина, с добавлением раствора, отделённый жир, приготовленная;585;10,06;60,42;0,32
Свинина, с добавлением раствора, филей, средняя часть, мясо с жиром, сырая;114;20,16;3,14;0
Свинина, с добавлением раствора, филей,лопаточно-плечевая часть, мясо с жиром, сырая;169;17,19;11,12;0,16
Свинина, с добавлением раствора, филей,лопаточно-плечевая часть, мясо с жиром, тушеная;263;25,84;16,94;0,03
Свинина, с добавлением раствора, филей,лопаточно-плечевая часть,постное мясо, сырая;122;18,29;5,36;0,18
Свинина, с добавлением раствора, филей,лопаточно-плечевая часть,постное мясо, тушеная;227;27,58;12,14;0
Свинина, с добавлением раствора, филей,средняя часть, мясо с жиром, запечённая;121;21,5;3,7;0,31
Свинина, с добавлением раствора, филей,средняя часть,постное мясо, запечённая;116;21,61;3,15;0,31
Свинина, сало;748;5,05;80,5;0
Свинина, свежая, лопатки,передняя нога, отделенное постное мясо, сырая;120;20,26;3,77;0
Свинина, свежая, мясной микс из разных частей тушки и субпродукты, отделенные механически, сырая;304;15,03;26,54;0
Свинина, свежая,приправленная, филей,средняя часть,постное мясо, сырая;106;20,39;2,09;0
Свинина, свежая,разделанная, нарезаная кусками(филей и лопаточная чать), мясо с жиром,сырая;177;20,08;10,14;0
Свинина, средняя часть филе на кости;170;20,71;9,03;0
Свинина, средняя часть филе на кости, жареная на сковороде;238;27,63;13,32;0
Свинина, средняя часть филе на кости, запечённая;231;27,01;12,8;0
Свинина, средняя часть филе на кости, постное мясо;127;21,99;3,71;0
Свинина, средняя часть филе на кости, постное мясо, жареная на огне;180;26,76;7,29;0
Свинина, средняя часть филе на кости, постное мясо, жареная на сковороде;195;29,56;7,66;0
Свинина, средняя часть филе на кости, постное мясо, запечённая;194;28,58;7,95;0
Свинина, средняя часть филе на кости, постное мясо, тушеная;200;30,2;7,86;0
Свинина, средняя часть филе на кости, тушеная;242;28,21;13,51;0
Свинина, ссредняя часть филе на кости, жареная на огне;209;25,61;11,06;0
Свинина, стейк из окорока, без костей, мясо с жиром, жареная на огне;158;27,57;4,41;0
Свинина, стейк из окорока, без костей, мясо с жиром, сырая;123;21,64;3,39;0
Свинина, тазобедренная часть;305;15;27,2;0
Свинина, тушка, мясо вместе с жиром, сырая;376;13,91;35,07;0
Свинина, шейная часть (мякоть);343;13,6;31,9;0
Свиное сало со спинки, сырое;812;2,92;88,69;0
Свиной жир;632;9,25;65,7;0
Свиной жир, отделённый с ветчины;515;7,5;53;1,87
Свиной жир, отделённый с ветчины, разогретый;507;8,77;51,57;2
Свиной жир, приготовленный;626;7,06;66,1;0
Свиной жир, топлёный из бекона, приготовленный;898;0,07;99,5;0
Свиные ноги (копытца) засоленные;140;11,63;10,02;0,01
Селезенка свиная;100;17,86;2,59;0
Селезенка свиная, тушеная;149;28,2;3,2;0
Сердце свиное;118;17,27;4,36;1,33
Сердце свиное;101;16,2;4;2,6
Сердце свиное, тушеная;148;23,6;5,05;0,4
Уши свиные;234;22,45;15,1;0,6
Уши свиные;211;21;14,1;0
Уши свиные, вареные на медленном огне;166;15,95;10,8;0,2
Фарш свиной сосисочный, консервы;244;10,6;20,4;4,3
Фарш свиной, 21% жира;263;16,88;21,19;0
Фарш свиной, 21% жира, приготовленный;297;25,69;20,77;0
Фарш свиной, 72% мяса / 28% жира, жареный на сковороде;377;22,59;31,42;1,08
Фарш свиной, 72% мяса / 28% жира, приготовленный;393;22,83;32,93;1,39
Фарш свиной, 84% мяса / 16% жира;218;17,99;16;0,44
Фарш свиной, 84% мяса / 16% жира, жареный на сковороде;301;27,14;21,39;0
Фарш свиной, 84% мяса / 16% жира, приготовленный;289;26,69;20,04;0,58
Фарш свиной, 96% мяса / 4% жира;121;21,1;4;0,21
Фарш свиной, 96% мяса / 4% жира, жареный на сковороде;185;31,69;6,2;0,57
Фарш свиной, 96% мяса / 4% жира, приготовленный;187;30,55;7,15;0
Хвост свиной;378;17,75;33,5;0
Хвост свиной мясокостный;422;16,8;39,4;0
Хвост свиной, вареный на медленном огне;396;17;35,8;0
Шницель отбивной из свинины, по 1-416;403;19;32,2;8,8
Шницель рубленый из свинины, по 1-442;473;13,5;42,5;9
Щековина свиная (щёки, баки);655;6,38;69,61;0
Эскалоп из свинины, по 1-412;363;18,1;32,3;0
Язык свиной;225;16,3;17,2;0
Язык свиной;208;15,9;16;2,1
Язык свиной отварной;302,2;26,206;21,926;0
Язык свиной, тушеный;271;24,1;18,6;0
